timestamp,fps,frameTime,memoryUsed,drawSprite,drawRect,drawText,drawLine,totalDrawCalls,save,restore,setTransform,scale,translate,globalAlpha,fillRect,clearRect,drawImage,totalPixelsDrawn,overdrawRatio,offscreenDrawRatio,fillRectArea,clearRectArea,bgTime,bgCalls,tilemapTime,tilemapCalls,entitiesTime,entitiesCalls,hudTime,hudCalls,gpuLoad,hardwareAccel,webGL,gpuTier
30576.10000000149,59.94,16.20,5.41,42,0,4,0,46,44,44,2,0,0,0,2,0,73,96768,0.000,0.429,1105920,0,0.00,1,0.10,1,0.10,1,0.00,1,5.5,true,false,unknown
30592.89999999851,59.94,16.80,5.41,42,0,4,0,46,44,44,2,0,0,0,2,0,73,96768,0.000,0.429,1105920,0,0.10,1,0.00,1,0.00,1,0.20,1,5.5,true,false,unknown
30610.39999999851,59.94,17.50,5.47,42,0,4,0,46,44,44,2,0,0,0,2,0,74,96768,0.000,0.429,1105920,0,0.00,1,0.00,1,0.10,1,0.10,1,5.5,true,false,unknown
30626.800000000745,59.94,16.40,5.47,42,0,4,0,46,44,44,2,0,0,0,2,0,74,96768,0.000,0.429,1105920,0,0.10,1,0.10,1,0.00,1,0.10,1,5.5,true,false,unknown
30642.800000000745,59.94,16.00,5.47,42,0,4,0,46,44,44,2,0,0,0,2,0,74,96768,0.000,0.429,1105920,0,0.10,1,0.00,1,0.10,1,0.00,1,5.5,true,false,unknown
30659.89999999851,59.94,17.10,5.47,42,0,4,0,46,44,44,2,0,0,0,2,0,74,96768,0.000,0.429,1105920,0,0.00,1,0.10,1,0.00,1,0.20,1,5.5,true,false,unknown
30676.199999999255,59.94,16.30,5.55,42,0,4,0,46,44,44,2,0,0,0,2,0,74,96768,0.000,0.476,1105920,0,0.00,1,0.10,1,0.10,1,0.00,1,5.5,true,false,unknown
30692.89999999851,59.94,16.70,5.55,42,0,4,0,46,44,44,2,0,0,0,2,0,74,96768,0.000,0.476,1105920,0,0.00,1,0.20,1,0.00,1,0.00,1,5.5,true,false,unknown
30709.39999999851,59.94,16.50,5.55,42,0,4,0,46,44,44,2,0,0,0,2,0,73,96768,0.000,0.476,1105920,0,0.10,1,0.00,1,0.10,1,0.00,1,5.5,true,false,unknown
30726.800000000745,59.94,17.40,5.61,42,0,4,0,46,44,44,2,0,0,0,2,0,73,96768,0.000,0.476,1105920,0,0.10,1,0.10,1,0.10,1,0.10,1,5.5,true,false,unknown
30743,59.94,16.20,5.61,42,0,4,0,46,44,44,2,0,0,0,2,0,73,96768,0.000,0.476,1105920,0,0.00,1,0.20,1,0.00,1,0.10,1,5.5,true,false,unknown
30760.10000000149,59.94,17.10,5.61,42,0,4,0,46,44,44,2,0,0,0,2,0,73,96768,0.000,0.476,1105920,0,0.00,1,0.10,1,0.00,1,0.10,1,5.5,true,false,unknown
30777,59.94,16.90,5.67,42,0,4,0,46,44,44,2,0,0,0,2,0,73,96768,0.000,0.476,1105920,0,0.10,1,0.10,1,0.10,1,0.10,1,5.5,true,false,unknown
30793.199999999255,59.94,16.20,5.67,42,0,4,0,46,44,44,2,0,0,0,2,0,73,96768,0.000,0.476,1105920,0,0.00,1,0.10,1,0.00,1,0.10,1,5.5,true,false,unknown
30809.39999999851,59.94,16.20,5.67,42,0,4,0,46,44,44,2,0,0,0,2,0,74,96768,0.000,0.524,1105920,0,0.10,1,0.10,1,0.10,1,0.10,1,5.5,true,false,unknown
30826.699999999255,59.94,17.30,5.67,42,0,4,0,46,44,44,2,0,0,0,2,0,74,96768,0.000,0.524,1105920,0,0.00,1,0.10,1,0.00,1,0.10,1,5.5,true,false,unknown
30842.800000000745,59.94,16.10,5.75,42,0,4,0,46,44,44,2,0,0,0,2,0,74,96768,0.000,0.524,1105920,0,0.00,1,0.10,1,0.00,1,0.20,1,5.5,true,false,unknown
30860.10000000149,59.94,17.30,5.75,41,0,4,0,45,44,44,2,0,0,0,2,0,74,94464,0.000,0.537,1105920,0,0.10,1,0.10,1,0.10,1,0.10,1,5.4,true,false,unknown
30876.199999999255,59.94,16.10,5.75,41,0,4,0,45,44,44,2,0,0,0,2,0,74,94464,0.000,0.537,1105920,0,0.10,1,0.00,1,0.00,1,0.10,1,5.4,true,false,unknown
30893.199999999255,59.94,17.00,5.81,41,0,4,0,45,44,44,2,0,0,0,2,0,74,94464,0.000,0.537,1105920,0,0.00,1,0.10,1,0.00,1,0.00,1,5.4,true,false,unknown
30909.39999999851,59.94,16.20,5.81,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.537,1105920,0,0.10,1,0.00,1,0.10,1,0.00,1,5.4,true,false,unknown
30926.5,59.94,17.10,5.81,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.585,1105920,0,0.00,1,0.20,1,0.00,1,0.10,1,5.4,true,false,unknown
30943.60000000149,59.94,17.10,5.87,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.585,1105920,0,0.00,1,0.10,1,0.10,1,0.00,1,5.4,true,false,unknown
30959.60000000149,59.94,16.00,5.87,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.585,1105920,0,0.10,1,0.10,1,0.00,1,0.00,1,5.4,true,false,unknown
30976.60000000149,59.94,17.00,5.87,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.585,1105920,0,0.00,1,0.00,1,0.10,1,0.10,1,5.4,true,false,unknown
30993.800000000745,59.94,17.20,5.93,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.585,1105920,0,0.00,1,0.00,1,0.00,1,0.10,1,5.4,true,false,unknown
31010,59.94,16.20,5.93,41,0,4,0,45,44,44,2,0,0,0,2,0,74,94464,0.000,0.585,1105920,0,0.10,1,0.00,1,0.00,1,0.10,1,5.4,true,false,unknown
31026.89999999851,59.94,16.90,5.93,41,0,4,0,45,44,44,2,0,0,0,2,0,74,94464,0.000,0.585,1105920,0,0.00,1,0.10,1,0.00,1,0.10,1,5.4,true,false,unknown
31043,59.94,16.10,5.93,41,0,4,0,45,44,44,2,0,0,0,2,0,74,94464,0.000,0.585,1105920,0,0.10,1,0.10,1,0.00,1,0.10,1,5.4,true,false,unknown
31060.5,59.94,17.50,6.01,41,0,4,0,45,44,44,2,0,0,0,2,0,74,94464,0.000,0.634,1105920,0,0.10,1,0.10,1,0.10,1,0.20,1,5.4,true,false,unknown
31076.699999999255,59.94,16.20,6.01,41,0,4,0,45,44,44,2,0,0,0,2,0,74,94464,0.000,0.634,1105920,0,0.00,1,0.10,1,0.00,1,0.10,1,5.4,true,false,unknown
31092.89999999851,59.94,16.20,6.01,41,0,4,0,45,44,44,2,0,0,0,2,0,74,94464,0.000,0.634,1105920,0,0.10,1,0.00,1,0.10,1,0.10,1,5.4,true,false,unknown
31110,59.94,17.10,6.01,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.634,1105920,0,0.10,1,0.10,1,0.10,1,0.00,1,5.4,true,false,unknown
31126.300000000745,59.94,16.30,6.08,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.634,1105920,0,0.00,1,0.10,1,0.10,1,0.00,1,5.4,true,false,unknown
31143.5,59.94,17.20,6.08,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.634,1105920,0,0.00,1,0.10,1,0.10,1,0.10,1,5.4,true,false,unknown
31159.60000000149,59.94,16.10,6.08,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.634,1105920,0,0.00,1,0.10,1,0.00,1,0.10,1,5.4,true,false,unknown
31176.800000000745,59.94,17.20,6.14,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.634,1105920,0,0.10,1,0.00,1,0.10,1,0.00,1,5.4,true,false,unknown
31193.10000000149,59.94,16.30,6.14,41,0,4,0,45,44,44,2,0,0,0,2,0,73,94464,0.000,0.683,1105920,0,0.10,1,0.10,1,0.00,1,0.10,1,5.4,true,false,unknown
31210.300000000745,59.94,17.20,6.14,41,0,4,0,45,46,46,2,0,0,0,2,0,76,94464,0.000,0.683,1105920,0,0.10,1,0.00,1,0.10,1,0.10,1,5.6,true,false,unknown
31226.39999999851,59.94,16.10,6.14,41,0,4,0,45,46,46,2,0,0,0,2,0,76,94464,0.000,0.683,1105920,0,0.00,1,0.10,1,0.00,1,0.10,1,5.6,true,false,unknown
31243.699999999255,59.94,17.30,6.21,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.683,1105920,0,0.10,1,0.10,1,0.20,1,0.00,1,5.5,true,false,unknown
31260.10000000149,59.94,16.40,6.21,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.683,1105920,0,0.00,1,0.10,1,0.10,1,0.10,1,5.5,true,false,unknown
31277,59.94,16.90,6.21,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.683,1105920,0,0.10,1,0.10,1,0.00,1,0.10,1,5.5,true,false,unknown
31292.89999999851,59.94,15.90,6.21,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.683,1105920,0,0.10,1,0.10,1,0.00,1,0.00,1,5.5,true,false,unknown
31310.10000000149,59.96,17.20,6.29,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.732,1105920,0,0.00,1,0.10,1,0.10,1,0.10,1,5.5,true,false,unknown
31327.199999999255,59.96,17.10,6.29,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.732,1105920,0,0.00,1,0.00,1,0.10,1,0.10,1,5.5,true,false,unknown
31343.39999999851,59.96,16.20,6.29,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.732,1105920,0,0.10,1,0.00,1,0.00,1,0.20,1,5.5,true,false,unknown
31360.699999999255,59.96,17.30,4.90,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.732,1105920,0,0.10,1,0.10,1,0.00,1,0.10,1,5.5,true,false,unknown
31377,59.96,16.30,4.90,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.732,1105920,0,0.10,1,0.10,1,0.00,1,0.10,1,5.5,true,false,unknown
31393.800000000745,59.96,16.80,4.90,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.732,1105920,0,0.10,1,0.00,1,0.10,1,0.10,1,5.5,true,false,unknown
31410,59.96,16.20,4.90,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.732,1105920,0,0.10,1,0.00,1,0.20,1,0.10,1,5.5,true,false,unknown
31427.300000000745,59.96,17.30,4.97,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.732,1105920,0,0.10,1,0.00,1,0.10,1,0.00,1,5.5,true,false,unknown
31443.60000000149,59.96,16.30,4.97,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.780,1105920,0,0.10,1,0.10,1,0.10,1,0.10,1,5.5,true,false,unknown
31460.199999999255,59.96,16.60,4.97,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.780,1105920,0,0.10,1,0.10,1,0.00,1,0.10,1,5.5,true,false,unknown
31477.199999999255,59.96,17.00,4.97,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.780,1105920,0,0.00,1,0.10,1,0.00,1,0.00,1,5.5,true,false,unknown
31493.39999999851,59.96,16.20,5.04,41,0,4,0,45,45,45,2,0,0,0,2,0,75,94464,0.000,0.780,1105920,0,0.20,1,0.10,1,0.10,1,0.00,1,5.5,true,false,unknown
31510.60000000149,59.96,17.20,5.04,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.780,1105920,0,0.00,1,0.10,1,0.10,1,0.00,1,5.5,true,false,unknown
31526.60000000149,59.96,16.00,5.04,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.780,1105920,0,0.00,1,0.10,1,0.00,1,0.10,1,5.5,true,false,unknown
31543.699999999255,59.96,17.10,5.10,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.780,1105920,0,0.00,1,0.10,1,0.00,1,0.00,1,5.5,true,false,unknown
31560.800000000745,59.96,17.10,5.10,41,0,4,0,45,45,45,2,0,0,0,2,0,74,94464,0.000,0.829,1105920,0,0.10,1,0.00,1,0.10,1,0.10,1,5.5,true,false,unknown